PassengerId,Survived,Passenger_Class,Sex,Age,Siblings_Spouses,Parents_Children,Fare,Cabin,Embarked
441,1,3,male,28.0,0,0,8.1125,Not Assigned,S
442,1,1,male,4.0,0,2,81.8583,A34,S
443,1,2,female,13.0,0,1,19.5,Not Assigned,S
444,1,1,male,34.0,0,0,26.55,Not Assigned,S
445,1,3,female,5.0,2,1,19.2583,Not Assigned,C
446,1,1,male,52.0,0,0,30.5,C104,S
447,0,2,male,36.0,1,2,27.75,Not Assigned,S
448,0,3,male,28.0,1,0,19.9667,Not Assigned,S
449,0,1,male,30.0,0,0,27.75,C111,C
450,1,1,male,49.0,1,0,89.1042,C92,C
451,0,3,male,28.0,0,0,8.05,Not Assigned,S
452,1,3,male,29.0,0,0,7.8958,Not Assigned,C
453,0,1,male,65.0,0,0,26.55,E38,S
454,1,1,female,28.0,1,0,51.8625,D21,S
455,1,2,female,50.0,0,0,10.5,Not Assigned,S
456,0,3,male,28.0,0,0,7.75,Not Assigned,Q
457,1,1,male,48.0,0,0,26.55,E12,S
458,0,3,male,34.0,0,0,8.05,Not Assigned,S
459,0,1,male,47.0,0,0,38.5,E63,S
460,0,2,male,48.0,0,0,13.0,Not Assigned,S
461,0,3,male,28.0,0,0,8.05,Not Assigned,S
462,0,3,male,38.0,0,0,7.05,Not Assigned,S
463,0,2,male,28.0,0,0,0.0,Not Assigned,S
464,0,1,male,56.0,0,0,26.55,Not Assigned,S
465,0,3,male,28.0,0,0,7.725,Not Assigned,Q
466,1,3,female,0.75,2,1,19.2583,Not Assigned,C
467,0,3,male,28.0,0,0,7.25,Not Assigned,S
468,0,3,male,38.0,0,0,8.6625,Not Assigned,S
469,1,2,female,33.0,1,2,27.75,Not Assigned,S
470,1,2,female,23.0,0,0,13.7917,D,C
471,0,3,female,22.0,0,0,9.8375,Not Assigned,S
472,0,1,male,28.0,0,0,52.0,A14,S
473,0,2,male,34.0,1,0,21.0,Not Assigned,S
474,0,3,male,29.0,1,0,7.0458,Not Assigned,S
475,0,3,male,22.0,0,0,7.5208,Not Assigned,S
476,1,3,female,2.0,0,1,12.2875,Not Assigned,S
477,0,3,male,9.0,5,2,46.9,Not Assigned,S
478,0,2,male,28.0,0,0,0.0,Not Assigned,S
479,0,3,male,50.0,0,0,8.05,Not Assigned,S
480,1,3,female,63.0,0,0,9.5875,Not Assigned,S
481,1,1,male,25.0,1,0,91.0792,B49,C
482,0,3,female,28.0,3,1,25.4667,Not Assigned,S
483,1,1,female,35.0,1,0,90.0,C93,S
484,0,1,male,58.0,0,0,29.7,B37,C
485,0,3,male,30.0,0,0,8.05,Not Assigned,S
486,1,3,male,9.0,1,1,15.9,Not Assigned,S
487,0,3,male,28.0,1,0,19.9667,Not Assigned,S
488,0,3,male,21.0,0,0,7.25,Not Assigned,S
489,0,1,male,55.0,0,0,30.5,C30,S
490,0,1,male,71.0,0,0,49.5042,Not Assigned,C
491,0,3,male,21.0,0,0,8.05,Not Assigned,S
492,0,3,male,28.0,0,0,14.4583,Not Assigned,C
493,1,1,female,54.0,1,0,78.2667,D20,C
494,0,3,male,28.0,0,0,15.1,Not Assigned,S
495,0,1,female,25.0,1,2,151.55,C22 C26,S
496,0,3,male,24.0,0,0,7.7958,Not Assigned,S
497,0,3,male,17.0,0,0,8.6625,Not Assigned,S
498,0,3,female,21.0,0,0,7.75,Not Assigned,Q
499,0,3,female,28.0,0,0,7.6292,Not Assigned,Q
500,0,3,female,37.0,0,0,9.5875,Not Assigned,S
501,1,1,female,16.0,0,0,86.5,B79,S
502,0,1,male,18.0,1,0,108.9,C65,C
503,1,2,female,33.0,0,2,26.0,Not Assigned,S
504,1,1,male,28.0,0,0,26.55,Not Assigned,S
505,0,3,male,28.0,0,0,22.525,Not Assigned,S
506,1,3,male,26.0,0,0,56.4958,Not Assigned,S
507,1,3,male,29.0,0,0,7.75,Not Assigned,Q
508,0,3,male,28.0,0,0,8.05,Not Assigned,S
509,1,1,male,36.0,0,0,26.2875,E25,S
510,1,1,female,54.0,1,0,59.4,Not Assigned,C
511,0,3,male,24.0,0,0,7.4958,Not Assigned,S
512,0,1,male,47.0,0,0,34.0208,D46,S
513,1,2,female,34.0,0,0,10.5,F33,S
514,0,3,male,28.0,0,0,24.15,Not Assigned,Q
515,1,2,female,36.0,1,0,26.0,Not Assigned,S
516,0,3,male,32.0,0,0,7.8958,Not Assigned,S
517,1,1,female,30.0,0,0,93.5,B73,S
518,0,3,male,22.0,0,0,7.8958,Not Assigned,S
519,0,3,male,28.0,0,0,7.225,Not Assigned,C
520,1,1,female,44.0,0,1,57.9792,B18,C
521,0,3,male,28.0,0,0,7.2292,Not Assigned,C
522,0,3,male,40.5,0,0,7.75,Not Assigned,Q
523,1,2,female,50.0,0,0,10.5,Not Assigned,S
524,0,1,male,28.0,0,0,221.7792,C95,S
525,0,3,male,39.0,0,0,7.925,Not Assigned,S
526,0,2,male,23.0,2,1,11.5,Not Assigned,S
527,1,2,female,2.0,1,1,26.0,Not Assigned,S
528,0,3,male,28.0,0,0,7.2292,Not Assigned,C
529,0,3,male,17.0,1,1,7.2292,Not Assigned,C
530,1,3,female,28.0,0,2,22.3583,Not Assigned,C
531,0,3,female,30.0,0,0,8.6625,Not Assigned,S
532,1,2,female,7.0,0,2,26.25,Not Assigned,S
533,0,1,male,45.0,0,0,26.55,B38,S
534,1,1,female,30.0,0,0,106.425,Not Assigned,C
535,0,3,male,28.0,0,0,14.5,Not Assigned,S
536,1,1,female,22.0,0,2,49.5,B39,C
537,1,1,female,36.0,0,2,71.0,B22,S
538,0,3,female,9.0,4,2,31.275,Not Assigned,S
539,0,3,female,11.0,4,2,31.275,Not Assigned,S
540,1,2,male,32.0,1,0,26.0,Not Assigned,S
541,0,1,male,50.0,1,0,106.425,C86,C
542,0,1,male,64.0,0,0,26.0,Not Assigned,S
543,1,2,female,19.0,1,0,26.0,Not Assigned,S
544,1,2,male,28.0,0,0,13.8625,Not Assigned,C
545,0,3,male,33.0,1,1,20.525,Not Assigned,S
546,1,2,male,8.0,1,1,36.75,Not Assigned,S
547,1,1,male,17.0,0,2,110.8833,C70,C
548,0,2,male,27.0,0,0,26.0,Not Assigned,S
549,0,3,male,28.0,0,0,7.8292,Not Assigned,Q
550,1,3,male,22.0,0,0,7.225,Not Assigned,C
551,1,3,female,22.0,0,0,7.775,Not Assigned,S
552,0,1,male,62.0,0,0,26.55,Not Assigned,S
553,1,1,female,48.0,1,0,39.6,A16,C
554,0,1,male,28.0,0,0,227.525,Not Assigned,C
555,1,1,female,39.0,1,1,79.65,E67,S
556,1,3,female,36.0,1,0,17.4,Not Assigned,S
557,0,3,male,28.0,0,0,7.75,Not Assigned,Q
558,0,3,male,40.0,0,0,7.8958,Not Assigned,S
559,0,2,male,28.0,0,0,13.5,Not Assigned,S
560,0,3,male,28.0,0,0,8.05,Not Assigned,S
561,0,3,female,28.0,0,0,8.05,Not Assigned,S
562,0,3,male,24.0,2,0,24.15,Not Assigned,S
563,0,3,male,19.0,0,0,7.8958,Not Assigned,S
564,0,3,female,29.0,0,4,21.075,Not Assigned,S
565,0,3,male,28.0,0,0,7.2292,Not Assigned,C
566,1,3,male,32.0,0,0,7.8542,Not Assigned,S
567,1,2,male,62.0,0,0,10.5,Not Assigned,S
568,1,1,female,53.0,2,0,51.4792,C101,S
569,1,1,male,36.0,0,0,26.3875,E25,S
570,1,3,female,28.0,0,0,7.75,Not Assigned,Q
571,0,3,male,16.0,0,0,8.05,Not Assigned,S
572,0,3,male,19.0,0,0,14.5,Not Assigned,S
573,1,2,female,34.0,0,0,13.0,Not Assigned,S
574,1,1,female,39.0,1,0,55.9,E44,S
575,0,3,female,28.0,1,0,14.4583,Not Assigned,C
576,1,3,male,32.0,0,0,7.925,Not Assigned,S
577,1,2,female,25.0,1,1,30.0,Not Assigned,S
578,1,1,female,39.0,1,1,110.8833,C68,C
579,0,2,male,54.0,0,0,26.0,Not Assigned,S
580,0,1,male,36.0,0,0,40.125,A10,C
581,0,3,male,28.0,0,0,8.7125,Not Assigned,C
582,1,1,female,18.0,0,2,79.65,E68,S
583,0,2,male,47.0,0,0,15.0,Not Assigned,S
584,1,1,male,60.0,1,1,79.2,B41,C
585,0,3,male,22.0,0,0,8.05,Not Assigned,S
586,0,3,male,28.0,0,0,8.05,Not Assigned,S
587,0,3,male,35.0,0,0,7.125,Not Assigned,S
588,1,1,female,52.0,1,0,78.2667,D20,C
589,0,3,male,47.0,0,0,7.25,Not Assigned,S
590,0,3,female,28.0,0,2,7.75,Not Assigned,Q
591,0,2,male,37.0,1,0,26.0,Not Assigned,S
592,0,3,male,36.0,1,1,24.15,Not Assigned,S
593,1,2,female,28.0,0,0,33.0,Not Assigned,S
594,0,3,male,49.0,0,0,0.0,Not Assigned,S
595,0,3,male,28.0,0,0,7.225,Not Assigned,C
596,1,1,male,49.0,1,0,56.9292,A20,C
597,1,2,female,24.0,2,1,27.0,Not Assigned,S
598,0,3,male,28.0,0,0,7.8958,Not Assigned,S
599,0,1,male,28.0,0,0,42.4,Not Assigned,S
600,0,3,male,44.0,0,0,8.05,Not Assigned,S
601,1,1,male,35.0,0,0,26.55,Not Assigned,C
602,0,3,male,36.0,1,0,15.55,Not Assigned,S
603,0,3,male,30.0,0,0,7.8958,Not Assigned,S
604,1,1,male,27.0,0,0,30.5,Not Assigned,S
605,1,2,female,22.0,1,2,41.5792,Not Assigned,C
606,1,1,female,40.0,0,0,153.4625,C125,S
607,0,3,female,39.0,1,5,31.275,Not Assigned,S
608,0,3,male,28.0,0,0,7.05,Not Assigned,S
609,1,3,female,28.0,1,0,15.5,Not Assigned,Q
610,0,3,male,35.0,0,0,8.05,Not Assigned,S
611,1,2,female,24.0,1,2,65.0,Not Assigned,S
612,0,3,male,34.0,1,1,14.4,Not Assigned,S
613,0,3,female,26.0,1,0,16.1,Not Assigned,S
614,1,2,female,4.0,2,1,39.0,F4,S
615,0,2,male,26.0,0,0,10.5,Not Assigned,S
616,0,3,male,27.0,1,0,14.4542,Not Assigned,C
617,1,1,male,42.0,1,0,52.5542,D19,S
618,1,3,male,20.0,1,1,15.7417,Not Assigned,C
619,0,3,male,21.0,0,0,7.8542,Not Assigned,S
620,0,3,male,21.0,0,0,16.1,Not Assigned,S
621,0,1,male,61.0,0,0,32.3208,D50,S
622,0,2,male,57.0,0,0,12.35,Not Assigned,Q
623,1,1,female,21.0,0,0,77.9583,D9,S
624,0,3,male,26.0,0,0,7.8958,Not Assigned,S
625,0,3,male,28.0,0,0,7.7333,Not Assigned,Q
626,1,1,male,80.0,0,0,30.0,A23,S
627,0,3,male,51.0,0,0,7.0542,Not Assigned,S
628,1,1,male,32.0,0,0,30.5,B50,C
629,0,1,male,28.0,0,0,0.0,Not Assigned,S
630,0,3,female,9.0,3,2,27.9,Not Assigned,S
631,1,2,female,28.0,0,0,13.0,Not Assigned,S
632,0,3,male,32.0,0,0,7.925,Not Assigned,S
633,0,2,male,31.0,1,1,26.25,Not Assigned,S
634,0,3,female,41.0,0,5,39.6875,Not Assigned,S
635,0,3,male,28.0,1,0,16.1,Not Assigned,S
636,0,3,male,20.0,0,0,7.8542,Not Assigned,S
637,1,1,female,24.0,0,0,69.3,B35,C
638,0,3,female,2.0,3,2,27.9,Not Assigned,S
639,1,3,male,28.0,0,0,56.4958,Not Assigned,S
640,1,3,female,0.75,2,1,19.2583,Not Assigned,C
641,1,1,male,48.0,1,0,76.7292,D33,C
642,0,3,male,19.0,0,0,7.8958,Not Assigned,S
643,1,1,male,56.0,0,0,35.5,A26,C
644,0,3,male,28.0,0,0,7.55,Not Assigned,S
645,1,3,female,23.0,0,0,7.55,Not Assigned,S
646,0,3,male,28.0,0,0,7.8958,Not Assigned,S
647,1,2,female,18.0,0,1,23.0,Not Assigned,S
648,0,3,male,21.0,0,0,8.4333,Not Assigned,S
649,1,3,female,28.0,0,0,7.8292,Not Assigned,Q
650,0,3,female,18.0,0,0,6.75,Not Assigned,Q
651,0,2,male,24.0,2,0,73.5,Not Assigned,S
652,0,3,male,28.0,0,0,7.8958,Not Assigned,S
653,0,3,female,32.0,1,1,15.5,Not Assigned,Q
654,0,2,male,23.0,0,0,13.0,Not Assigned,S
655,0,1,male,58.0,0,2,113.275,D48,C
656,1,1,male,50.0,2,0,133.65,Not Assigned,S
657,0,3,male,40.0,0,0,7.225,Not Assigned,C
658,0,1,male,47.0,0,0,25.5875,E58,S
659,0,3,male,36.0,0,0,7.4958,Not Assigned,S
660,1,3,male,20.0,1,0,7.925,Not Assigned,S
661,0,2,male,32.0,2,0,73.5,Not Assigned,S
662,0,2,male,25.0,0,0,13.0,Not Assigned,S
663,0,3,male,28.0,0,0,7.775,Not Assigned,S
664,0,3,male,43.0,0,0,8.05,Not Assigned,S
665,1,1,female,28.0,1,0,52.0,C126,S
666,1,2,female,40.0,1,1,39.0,Not Assigned,S
667,0,1,male,31.0,1,0,52.0,B71,S
668,0,2,male,70.0,0,0,10.5,Not Assigned,S
669,1,2,male,31.0,0,0,13.0,Not Assigned,S
670,0,2,male,28.0,0,0,0.0,Not Assigned,S
671,0,3,male,18.0,0,0,7.775,Not Assigned,S
672,0,3,male,24.5,0,0,8.05,Not Assigned,S
673,1,3,female,18.0,0,0,9.8417,Not Assigned,S
674,0,3,female,43.0,1,6,46.9,Not Assigned,S
675,1,1,male,36.0,0,1,512.3292,B51 B53 B55,C
676,0,3,female,28.0,0,0,8.1375,Not Assigned,Q
677,1,1,male,27.0,0,0,76.7292,D49,C
678,0,3,male,20.0,0,0,9.225,Not Assigned,S
679,0,3,male,14.0,5,2,46.9,Not Assigned,S
680,0,2,male,60.0,1,1,39.0,Not Assigned,S
681,0,2,male,25.0,1,2,41.5792,Not Assigned,C
682,0,3,male,14.0,4,1,39.6875,Not Assigned,S
683,0,3,male,19.0,0,0,10.1708,Not Assigned,S
684,0,3,male,18.0,0,0,7.7958,Not Assigned,S
685,1,1,female,15.0,0,1,211.3375,B5,S
686,1,1,male,31.0,1,0,57.0,B20,S
687,1,3,female,4.0,0,1,13.4167,Not Assigned,C
688,1,3,male,28.0,0,0,56.4958,Not Assigned,S
689,0,3,male,25.0,0,0,7.225,Not Assigned,C
690,0,1,male,60.0,0,0,26.55,Not Assigned,S
691,0,2,male,52.0,0,0,13.5,Not Assigned,S
692,0,3,male,44.0,0,0,8.05,Not Assigned,S
693,1,3,female,28.0,0,0,7.7333,Not Assigned,Q
694,0,1,male,49.0,1,1,110.8833,C68,C
695,0,3,male,42.0,0,0,7.65,F G63,S
696,1,1,female,18.0,1,0,227.525,C62 C64,C
697,1,1,male,35.0,0,0,26.2875,E24,S
698,0,3,female,18.0,0,1,14.4542,Not Assigned,C
699,0,3,male,25.0,0,0,7.7417,Not Assigned,Q
700,0,3,male,26.0,1,0,7.8542,Not Assigned,S
701,0,2,male,39.0,0,0,26.0,Not Assigned,S
702,1,2,female,45.0,0,0,13.5,Not Assigned,S
703,1,1,male,42.0,0,0,26.2875,E24,S
704,1,1,female,22.0,0,0,151.55,Not Assigned,S
705,1,3,male,28.0,1,1,15.2458,Not Assigned,C
706,1,1,female,24.0,0,0,49.5042,C90,C
707,0,1,male,28.0,0,0,26.55,C124,S
708,1,1,male,48.0,1,0,52.0,C126,S
709,0,3,male,29.0,0,0,9.4833,Not Assigned,S
710,0,2,male,52.0,0,0,13.0,Not Assigned,S
711,0,3,male,19.0,0,0,7.65,F G73,S
712,1,1,female,38.0,0,0,227.525,C45,C
713,1,2,female,27.0,0,0,10.5,E101,S
714,0,3,male,28.0,0,0,15.5,Not Assigned,Q
715,0,3,male,33.0,0,0,7.775,Not Assigned,S
716,1,2,female,6.0,0,1,33.0,Not Assigned,S
717,0,3,male,17.0,1,0,7.0542,Not Assigned,S
718,0,2,male,34.0,0,0,13.0,Not Assigned,S
719,0,2,male,50.0,0,0,13.0,Not Assigned,S
720,1,1,male,27.0,1,0,53.1,E8,S
721,0,3,male,20.0,0,0,8.6625,Not Assigned,S
722,1,2,female,30.0,3,0,21.0,Not Assigned,S
723,1,3,female,28.0,0,0,7.7375,Not Assigned,Q
724,0,2,male,25.0,1,0,26.0,Not Assigned,S
725,0,3,female,25.0,1,0,7.925,Not Assigned,S
726,1,1,female,29.0,0,0,211.3375,B5,S
727,0,3,male,11.0,0,0,18.7875,Not Assigned,C
728,0,2,male,28.0,0,0,0.0,Not Assigned,S
729,0,2,male,23.0,0,0,13.0,Not Assigned,S
730,0,3,male,28.5,0,0,16.1,Not Assigned,S
731,0,3,female,48.0,1,3,34.375,Not Assigned,S
732,1,1,male,35.0,0,0,512.3292,B101,C
733,0,3,male,28.0,0,0,7.8958,Not Assigned,S
734,0,3,male,28.0,0,0,7.8958,Not Assigned,S
735,1,1,male,28.0,0,0,30.0,D45,S
736,0,1,male,36.0,1,0,78.85,C46,S
737,1,1,female,21.0,2,2,262.375,B57 B59 B63 B66,C
738,0,3,male,24.0,1,0,16.1,Not Assigned,S
739,1,3,male,31.0,0,0,7.925,Not Assigned,S
740,0,1,male,70.0,1,1,71.0,B22,S
741,0,3,male,16.0,1,1,20.25,Not Assigned,S
742,1,2,female,30.0,0,0,13.0,Not Assigned,S
743,0,1,male,19.0,1,0,53.1,D30,S
744,0,3,male,31.0,0,0,7.75,Not Assigned,Q
745,1,2,female,4.0,1,1,23.0,Not Assigned,S
746,1,3,male,6.0,0,1,12.475,E121,S
747,0,3,male,33.0,0,0,9.5,Not Assigned,S
748,0,3,male,23.0,0,0,7.8958,Not Assigned,S
749,1,2,female,48.0,1,2,65.0,Not Assigned,S
750,1,2,male,0.67,1,1,14.5,Not Assigned,S
751,0,3,male,28.0,0,0,7.7958,Not Assigned,S
752,0,2,male,18.0,0,0,11.5,Not Assigned,S
753,0,3,male,34.0,0,0,8.05,Not Assigned,S
754,1,1,female,33.0,0,0,86.5,B77,S
755,0,3,male,28.0,0,0,14.5,Not Assigned,S
756,0,3,male,41.0,0,0,7.125,Not Assigned,S
757,1,3,male,20.0,0,0,7.2292,Not Assigned,C
758,1,1,female,36.0,1,2,120.0,B96 B98,S
759,0,3,male,16.0,0,0,7.775,Not Assigned,S
760,1,1,female,51.0,1,0,77.9583,D11,S
761,0,1,male,28.0,0,0,39.6,Not Assigned,C
762,0,3,female,30.5,0,0,7.75,Not Assigned,Q
763,0,3,male,28.0,1,0,24.15,Not Assigned,Q
764,0,3,male,32.0,0,0,8.3625,Not Assigned,S
765,0,3,male,24.0,0,0,9.5,Not Assigned,S
766,0,3,male,48.0,0,0,7.8542,Not Assigned,S
767,0,2,female,57.0,0,0,10.5,E77,S
768,0,3,male,28.0,0,0,7.225,Not Assigned,C
769,1,2,female,54.0,1,3,23.0,Not Assigned,S
770,0,3,male,18.0,0,0,7.75,Not Assigned,S
771,0,3,male,28.0,0,0,7.75,F38,Q
772,1,3,female,5.0,0,0,12.475,Not Assigned,S
773,0,3,male,28.0,0,0,7.7375,Not Assigned,Q
774,1,1,female,43.0,0,1,211.3375,B3,S
775,1,3,female,13.0,0,0,7.2292,Not Assigned,C
776,1,1,female,17.0,1,0,57.0,B20,S
777,0,1,male,29.0,0,0,30.0,D6,S
778,0,3,male,28.0,1,2,23.45,Not Assigned,S
779,0,3,male,25.0,0,0,7.05,Not Assigned,S
780,0,3,male,25.0,0,0,7.25,Not Assigned,S
781,1,3,female,18.0,0,0,7.4958,Not Assigned,S
782,0,3,male,8.0,4,1,29.125,Not Assigned,Q
783,1,3,male,1.0,1,2,20.575,Not Assigned,S
784,0,1,male,46.0,0,0,79.2,B82 B84,C
785,0,3,male,28.0,0,0,7.75,Not Assigned,Q
786,0,2,male,16.0,0,0,26.0,Not Assigned,S
787,0,3,female,28.0,8,2,69.55,Not Assigned,S
788,0,1,male,28.0,0,0,30.6958,Not Assigned,C
789,0,3,male,25.0,0,0,7.8958,Not Assigned,S
790,0,2,male,39.0,0,0,13.0,Not Assigned,S
791,1,1,female,49.0,0,0,25.9292,D17,S
792,1,3,female,31.0,0,0,8.6833,Not Assigned,S
793,0,3,male,30.0,0,0,7.2292,Not Assigned,C
794,0,3,female,30.0,1,1,24.15,Not Assigned,S
795,0,2,male,34.0,0,0,13.0,Not Assigned,S
796,1,2,female,31.0,1,1,26.25,Not Assigned,S
797,1,1,male,11.0,1,2,120.0,B96 B98,S
798,1,3,male,0.42,0,1,8.5167,Not Assigned,C
799,1,3,male,27.0,0,0,6.975,Not Assigned,S
800,0,3,male,31.0,0,0,7.775,Not Assigned,S
801,0,1,male,39.0,0,0,0.0,A36,S
802,0,3,female,18.0,0,0,7.775,Not Assigned,S
803,0,2,male,39.0,0,0,13.0,Not Assigned,S
804,1,1,female,33.0,1,0,53.1,E8,S
805,0,3,male,26.0,0,0,7.8875,Not Assigned,S
806,0,3,male,39.0,0,0,24.15,Not Assigned,S
807,0,2,male,35.0,0,0,10.5,Not Assigned,S
808,0,3,female,6.0,4,2,31.275,Not Assigned,S
809,0,3,male,30.5,0,0,8.05,Not Assigned,S
810,0,1,male,28.0,0,0,0.0,B102,S
811,0,3,female,23.0,0,0,7.925,Not Assigned,S
812,0,2,male,31.0,1,1,37.0042,Not Assigned,C
813,0,3,male,43.0,0,0,6.45,Not Assigned,S
814,1,1,female,52.0,1,1,93.5,B69,S
815,1,3,male,27.0,0,0,8.6625,Not Assigned,S
816,0,1,male,38.0,0,0,0.0,Not Assigned,S
817,1,3,female,27.0,0,1,12.475,E121,S
818,0,3,male,2.0,4,1,39.6875,Not Assigned,S
819,0,3,male,28.0,0,0,6.95,Not Assigned,Q
820,0,3,male,28.0,0,0,56.4958,Not Assigned,S
821,1,2,male,1.0,0,2,37.0042,Not Assigned,C
822,1,3,male,28.0,0,0,7.75,Not Assigned,Q
823,1,1,female,62.0,0,0,80.0,B28,S
824,1,3,female,15.0,1,0,14.4542,Not Assigned,C
825,1,2,male,0.83,1,1,18.75,Not Assigned,S
826,0,3,male,28.0,0,0,7.2292,Not Assigned,C
827,0,3,male,23.0,0,0,7.8542,Not Assigned,S
828,0,3,male,18.0,0,0,8.3,Not Assigned,S
829,1,1,female,39.0,1,1,83.1583,E49,C
830,0,3,male,21.0,0,0,8.6625,Not Assigned,S
831,0,3,male,28.0,0,0,8.05,Not Assigned,S
832,1,3,male,32.0,0,0,56.4958,Not Assigned,S
833,1,1,male,28.0,0,0,29.7,C47,C
834,0,3,male,20.0,0,0,7.925,Not Assigned,S
835,0,2,male,16.0,0,0,10.5,Not Assigned,S
836,1,1,female,30.0,0,0,31.0,Not Assigned,C
837,0,3,male,34.5,0,0,6.4375,Not Assigned,C
838,0,3,male,17.0,0,0,8.6625,Not Assigned,S
839,0,3,male,42.0,0,0,7.55,Not Assigned,S
840,0,3,male,28.0,8,2,69.55,Not Assigned,S
841,0,3,male,35.0,0,0,7.8958,Not Assigned,C
842,0,2,male,28.0,0,1,33.0,Not Assigned,S
843,1,1,female,28.0,1,0,89.1042,C92,C
844,0,3,male,4.0,4,2,31.275,Not Assigned,S
845,0,3,male,74.0,0,0,7.775,Not Assigned,S
846,0,3,female,9.0,1,1,15.2458,Not Assigned,C
847,1,1,female,16.0,0,1,39.4,D28,S
848,0,2,female,44.0,1,0,26.0,Not Assigned,S
849,1,3,female,18.0,0,1,9.35,Not Assigned,S
850,1,1,female,45.0,1,1,164.8667,Not Assigned,S
851,1,1,male,51.0,0,0,26.55,E17,S
852,1,3,female,24.0,0,3,19.2583,Not Assigned,C
853,0,3,male,28.0,0,0,7.2292,Not Assigned,C
854,0,3,male,41.0,2,0,14.1083,Not Assigned,S
855,0,2,male,21.0,1,0,11.5,Not Assigned,S
856,1,1,female,48.0,0,0,25.9292,D17,S
857,0,3,female,28.0,8,2,69.55,Not Assigned,S
858,0,2,male,24.0,0,0,13.0,Not Assigned,S
859,1,2,female,42.0,0,0,13.0,Not Assigned,S
860,1,2,female,27.0,1,0,13.8583,Not Assigned,C
861,0,1,male,31.0,0,0,50.4958,A24,S
862,0,3,male,28.0,0,0,9.5,Not Assigned,S
863,1,3,male,4.0,1,1,11.1333,Not Assigned,S
864,0,3,male,26.0,0,0,7.8958,Not Assigned,S
865,1,1,female,47.0,1,1,52.5542,D35,S
866,0,1,male,33.0,0,0,5.0,B51 B53 B55,S
867,0,3,male,47.0,0,0,9.0,Not Assigned,S
868,1,2,female,28.0,1,0,24.0,Not Assigned,C
869,1,3,female,15.0,0,0,7.225,Not Assigned,C
870,0,3,male,20.0,0,0,9.8458,Not Assigned,S
871,0,3,male,19.0,0,0,7.8958,Not Assigned,S
872,0,3,male,28.0,0,0,7.8958,Not Assigned,S
873,1,1,female,56.0,0,1,83.1583,C50,C
874,1,2,female,25.0,0,1,26.0,Not Assigned,S
875,0,3,male,33.0,0,0,7.8958,Not Assigned,S
876,0,3,female,22.0,0,0,10.5167,Not Assigned,S
877,0,2,male,28.0,0,0,10.5,Not Assigned,S
878,0,3,male,25.0,0,0,7.05,Not Assigned,S
879,0,3,female,39.0,0,5,29.125,Not Assigned,Q
880,0,2,male,27.0,0,0,13.0,Not Assigned,S
881,1,1,female,19.0,0,0,30.0,B42,S
882,0,3,female,28.0,1,2,23.45,Not Assigned,S
883,1,1,male,26.0,0,0,30.0,C148,C
884,0,3,male,32.0,0,0,7.75,Not Assigned,Q
